Label,MaterialGroup,ClassIdx,Density,VoidFraction,NumVoids,Mass,Seed,RSSI_Low_RX01,RSSI_Low_RX02,RSSI_Low_RX03,RSSI_Low_RX04,RSSI_Low_RX05,RSSI_Low_RX06,RSSI_Low_RX07,RSSI_Low_RX08,RSSI_Low_RX09,RSSI_Low_RX10,RSSI_Low_RX11,RSSI_Low_RX12,RSSI_Low_RX13,RSSI_Low_RX14,RSSI_Low_RX15,RSSI_Low_RX16,RSSI_High_RX01,RSSI_High_RX02,RSSI_High_RX03,RSSI_High_RX04,RSSI_High_RX05,RSSI_High_RX06,RSSI_High_RX07,RSSI_High_RX08,RSSI_High_RX09,RSSI_High_RX10,RSSI_High_RX11,RSSI_High_RX12,RSSI_High_RX13,RSSI_High_RX14,RSSI_High_RX15,RSSI_High_RX16
Cement 800,cement,1,1.33001726973684,0.387088815789474,23535,800,123012,-34.4569530944774,-35.4880871607797,-35.5513366932503,-34.5340301906674,-35.6185364740856,-35.248124107631,-35.2776522094303,-35.584848784988,-35.6600477017376,-35.3380822754905,-35.2209267285561,-35.5617061056338,-34.4148489461961,-35.5530452655712,-35.5399453201635,-34.4591438228576,-31.6832431418024,-32.8345827196017,-32.8982706960985,-31.663752995543,-32.8596324472703,-32.6155041469456,-32.582214618414,-32.8367063353674,-32.9154132917954,-32.5802546396843,-32.5117083351114,-32.9451299227074,-31.7561406338157,-32.8452796205343,-32.8459105532059,-31.7419322842388
Cement 800,cement,1,1.33001726973684,0.387088815789474,23535,800,123013,-36.0100442204731,-37.328124905365,-37.1745907766968,-36.0128053112335,-37.331959170935,-36.7795445054977,-36.8066260764339,-37.2400167135854,-37.3162475722872,-36.9097916046931,-36.8857658671233,-37.2135807583506,-35.9602339092897,-37.2984570805799,-37.195126161845,-35.9845206550877,-31.0914099015898,-32.4433787160306,-32.3480405116843,-31.0993775045585,-32.3730346837071,-31.9008829237237,-31.9295093881042,-32.2849807970092,-32.4216090268245,-31.941946090842,-31.9193883836937,-32.3531246958212,-31.0468072977355,-32.3053279215362,-32.2981895843068,-31.1675343808016
Cement 800,cement,1,1.33001726973684,0.387088815789474,23535,800,123014,-35.023613267664,-36.1647597645622,-36.2012786254118,-34.937705668968,-36.2677754298158,-35.832348839564,-35.816541170376,-36.1836571439263,-36.2428775729981,-35.8442568001105,-35.8536881048038,-36.1564099396235,-34.9341981467582,-36.1338754702548,-36.1518579453747,-34.9532801138725,-31.8276049549186,-32.9827174526398,-32.9707962045535,-31.7375686409599,-33.0154480682167,-32.5373375969978,-32.4941882755782,-32.9691300093091,-33.0438636011974,-32.4976052876782,-32.5668930920488,-32.8745829690785,-31.6975783117096,-32.9370415329992,-32.8914762082894,-31.9075486806783
Cement 800,cement,1,1.33001726973684,0.387088815789474,23535,800,123015,-36.1841198260973,-37.3124763809316,-37.3613442023263,-36.051441281928,-37.2605339209637,-36.9168620666902,-36.9952066666249,-37.3769352627532,-37.2774856548968,-37.0165419985226,-37.0106818611836,-37.4421257157735,-36.1121637601949,-37.2715311075207,-37.2951997646272,-36.13581366166,-30.5989773083437,-31.852938380513,-31.9331483235081,-30.6027102567354,-31.8458831246214,-31.5686806897501,-31.5186078194981,-31.8379316201553,-31.8314248972401,-31.5840681419349,-31.6519143679842,-31.9167976702583,-30.6013743611427,-31.8908185557656,-31.955027137987,-30.6930606281213
Cement 800,cement,1,1.33001726973684,0.387088815789474,23535,800,123016,-34.9504279562419,-36.125417495363,-36.1642385280606,-34.9559899597652,-36.0708364541948,-35.9146677187169,-35.8659493983672,-36.1189593518012,-36.0766822059634,-35.8558250996455,-35.8454277342137,-36.0760896817898,-35.0042954897148,-36.2146088039096,-36.1537014902349,-34.86744096906,-31.9172123923608,-33.1423875061673,-33.1591361668488,-32.1330119673219,-33.2006197282145,-32.9249559602048,-32.8654679545845,-33.227908824997,-33.2335352132818,-32.8876428389389,-32.9323380025118,-33.1648039848478,-31.9396121794321,-33.1879465209004,-33.0941266910216,-31.9542092110414
Cement 800,cement,1,1.33001726973684,0.387088815789474,23535,800,123017,-34.5350348218544,-35.8150182613451,-35.7838072907584,-34.5273116667772,-35.7316430340029,-35.3371113414151,-35.3783287381412,-35.7087922677821,-35.7235929091622,-35.4210468381079,-35.4279263351268,-35.7729277696701,-34.5562714658269,-35.7931644392303,-35.7699317573394,-34.5002969242369,-32.2599774960266,-33.549378786375,-33.5404407674299,-32.2763234638146,-33.4299948208047,-33.100511328219,-33.0684079043048,-33.4095593609134,-33.445497591973,-33.0797642083243,-33.1680295047315,-33.5365407894095,-32.2417725027204,-33.5577014291749,-33.5316305176946,-32.2324202079149
Cement 800,cement,1,1.33001726973684,0.387088815789474,23535,800,123018,-35.641144533695,-36.949585448936,-37.0582314039866,-35.6775869149177,-36.9588377596327,-36.5053888173453,-36.5183754848702,-36.9087486048833,-36.9157781656201,-36.5780897679591,-36.6342542875677,-36.9926828049978,-35.7712122350891,-36.9665800494908,-36.8607291546756,-35.6470771251932,-31.3873822787098,-32.5521221010812,-32.5493182522628,-31.2562434097909,-32.4981474368138,-32.2207511347859,-32.2425056028319,-32.3836333923113,-32.4706478031166,-32.2003357925754,-32.1295379830165,-32.441246017784,-31.2926172423203,-32.5597679541673,-32.4337930872868,-31.2750091023459
Cement 800,cement,1,1.33001726973684,0.387088815789474,23535,800,123019,-35.4467803409022,-36.5261380359688,-36.6090219517817,-35.4845258622315,-36.6930147794847,-36.356845692637,-36.2837414937487,-36.7281946227273,-36.731637256653,-36.4118725498927,-36.4323192026158,-36.6114413016235,-35.5090342948084,-36.6852373049038,-36.6672316282811,-35.424168843664,-31.3648257630695,-32.5088004602328,-32.5765369240521,-31.5133695779223,-32.6353320333522,-32.3498455938987,-32.3417714351032,-32.6608134731698,-32.6420462106058,-32.3441587430672,-32.3441997010384,-32.7929230389104,-31.5335967589613,-32.7969150699396,-32.6720738637881,-31.4532366022728
Cement 800,cement,1,1.33001726973684,0.387088815789474,23535,800,123020,-35.7055266875336,-36.8721772823333,-36.7963638267802,-35.6061114770293,-36.8224216627372,-36.4451932424696,-36.4203706477245,-36.7029379504214,-36.7566459837649,-36.4129609366994,-36.4207709936597,-36.7058304356725,-35.5775279060844,-36.802146576331,-36.8220504431072,-35.5210918749982,-31.6200185041675,-32.7715970490551,-32.8381457518841,-31.5545851976197,-32.8152931863042,-32.3951384214712,-32.3739993880633,-32.7854797424468,-32.6730053860045,-32.3945187494223,-32.4987639088408,-32.796101798206,-31.5736477437827,-32.8245241742422,-32.8339064856252,-31.535077584648
Cement 800,cement,1,1.33001726973684,0.387088815789474,23535,800,123021,-35.542842181479,-36.5853968045203,-36.6240105716792,-35.3983544196591,-36.7114253462882,-36.4203486370666,-36.4595872590027,-36.607543107715,-36.6923705975295,-36.5317716118378,-36.4782328670431,-36.6938391930958,-35.4289611910883,-36.6517670624671,-36.6195560034151,-35.3905303164913,-31.0842967786251,-32.1802563988685,-32.2990920886095,-31.071036261923,-32.1727852914384,-32.1375250187327,-32.1348796844884,-32.3091990751089,-32.3333893811395,-32.0596534725645,-32.0557058839133,-32.2764840491731,-31.0141885684183,-32.2496677752906,-32.2454741069083,-31.0512297998854
Cement 800,cement,1,1.33001726973684,0.387088815789474,23535,800,123022,-36.1248619162597,-37.3179760976204,-37.2695383840615,-36.1281296110526,-37.325159484501,-37.0069258436674,-36.930606591658,-37.2541194880581,-37.2950047251755,-36.8969722822137,-36.915511670974,-37.2368567300076,-36.1744271917962,-37.2006764862718,-37.3555093297688,-36.261196418926,-30.8602405549921,-32.0681486237573,-32.0643226495602,-31.099603645019,-32.1267535730116,-31.7951250150615,-31.6749662356435,-32.0870689281477,-32.1564319898754,-31.8029011517006,-31.6927573394724,-32.0766332734603,-30.9622470562565,-32.1541236574765,-32.0003846896173,-30.9697659959306
Cement 800,cement,1,1.33001726973684,0.387088815789474,23535,800,123023,-35.8337062508382,-37.015406893546,-37.2138936847301,-35.7968252955806,-37.1325902437011,-36.7462891429069,-36.7675228406806,-37.1338290283111,-37.0153422208792,-36.7527054478409,-36.8158363912799,-37.1679009235924,-35.8598824846473,-37.148824540367,-37.1888993548528,-35.8769618899562,-31.340899932189,-32.6689482248695,-32.5977381163176,-31.3971980364218,-32.5718698670115,-32.3176986324375,-32.3603307559207,-32.5609261060733,-32.5255174025297,-32.4014678607851,-32.3223823529005,-32.5843910379605,-31.4420388181216,-32.60633787124,-32.6546152790179,-31.4433854562692
Cement 800,cement,1,1.33001726973684,0.387088815789474,23535,800,123024,-35.7283204032076,-36.8480660689471,-36.7474711225359,-35.7259131371502,-36.8544024553903,-36.5519015974358,-36.5621438479494,-36.8743803053379,-36.75697259635,-36.5433373050133,-36.535530469136,-36.7542752466659,-35.7581910308301,-37.0045750227617,-36.8324873633303,-35.6430127016916,-31.2526828032426,-32.3149898907131,-32.3841974493763,-31.1277120066078,-32.3900541680113,-32.1515122493224,-32.089355193823,-32.3358812928416,-32.3846434598077,-32.0959723387884,-32.0614353492009,-32.3806436157902,-31.2232933601753,-32.3895809085296,-32.2563667271389,-31.1555142106691
Cement 800,cement,1,1.33001726973684,0.387088815789474,23535,800,123025,-35.907236130698,-37.0365436725461,-37.0692089698416,-35.9029115904795,-37.045808703982,-36.7332410243112,-36.7738453960201,-37.196713016615,-37.1108155381185,-36.8782868070489,-36.8612254488564,-37.2008742897416,-35.8443127978542,-37.0374884620606,-36.9838192410786,-35.785862021073,-32.0601747596541,-33.240739771154,-33.2245086346254,-32.03125717542,-33.2421264269788,-32.9465428317626,-32.9910859081036,-33.1739498658223,-33.2037018474599,-32.9831329123467,-32.9264696904107,-33.3642849194108,-32.008288563941,-33.3084403016047,-33.2076377456587,-32.0960726930785
Cement 800,cement,1,1.33001726973684,0.387088815789474,23535,800,123026,-35.8903277323879,-37.0623636386127,-37.133819164296,-35.8135607800237,-37.1210433628836,-36.7683732970673,-36.824083186108,-37.1570611745831,-37.2744553182928,-36.7653426299151,-36.8325610549231,-37.1439349235847,-35.9412960974852,-37.1464214317395,-37.181099479403,-35.9065956235421,-30.7750724329448,-31.9847509106962,-31.9991152749233,-30.732288566292,-31.9760550591434,-31.6300080109782,-31.6713567269608,-31.985078418097,-31.9413234867597,-31.6339026500323,-31.6617339554938,-32.0481451453471,-30.7523780339847,-31.9595684059732,-31.9775292826956,-30.7028347846385
Cement 800,cement,1,1.33001726973684,0.387088815789474,23535,800,123027,-34.6647604305905,-35.8851645779429,-35.8796891714052,-34.6826357075021,-35.9863184852207,-35.5366865447836,-35.5775642984177,-35.8745540568874,-35.8568524729564,-35.5367506124272,-35.5812802740656,-35.9207395254931,-34.6598028129945,-35.9036838363272,-35.9179338016052,-34.6385341895936,-31.3801193496563,-32.6336043058651,-32.6597957256656,-31.4831831615149,-32.6655689512562,-32.3591698478798,-32.4534656910626,-32.6080419206638,-32.6598068228448,-32.2604217642544,-32.2949450194087,-32.6861582633757,-31.4080923035119,-32.5756199972109,-32.7227041482611,-31.3881548406263
Cement 800,cement,1,1.33001726973684,0.387088815789474,23535,800,123028,-35.4920775944266,-36.4523040166853,-36.5910382357553,-35.5114509806738,-36.6277956576942,-36.2108430825611,-36.2356744878948,-36.5203321410037,-36.5141170862064,-36.3258277608543,-36.2035295792208,-36.5267343916629,-35.4373182225226,-36.6199969378967,-36.5211439767567,-35.4425204321392,-31.7431738043305,-32.7894587065543,-32.9319807145589,-31.6809770842307,-32.7773193070912,-32.4700269279968,-32.532706714675,-32.7778610212741,-32.7418717804304,-32.6009186258198,-32.4820070523857,-32.7681412389454,-31.6953413114338,-32.8884517808803,-32.8566814693894,-31.7321865433457
Cement 800,cement,1,1.33001726973684,0.387088815789474,23535,800,123029,-34.8663478218249,-35.9631266186646,-35.9933262403388,-34.8621594799257,-35.9537951714114,-35.6313735178935,-35.5843892547578,-36.1342361376534,-36.0266510255776,-35.6154318915996,-35.7805183658551,-35.9265737621752,-34.8059579755676,-36.0863760859837,-36.0001584671795,-34.8099268405381,-30.9101242765978,-32.0464730159591,-32.1128906251683,-30.9843114910226,-32.1216355711831,-31.758030719435,-31.7019832510773,-32.0675907251137,-32.0454338575391,-31.7354285648133,-31.8313829324955,-32.0406314463661,-30.9723077820018,-32.0605004935653,-32.1763774414333,-30.9814845552865
Cement 800,cement,1,1.33001726973684,0.387088815789474,23535,800,123030,-34.9066350489308,-36.2345443662663,-36.1533550702687,-34.9704056473561,-36.193385724201,-35.8858760963075,-35.7966748182384,-36.2100277937993,-36.0737668346418,-35.7409272519488,-35.8920640946226,-36.2100206070374,-35.0534259444431,-36.2017507340241,-36.2154949136993,-34.9536757443942,-32.1822776086634,-33.350154793938,-33.2883486520944,-32.0338764491901,-33.2437904604915,-32.899160535906,-33.0634634641391,-33.1912594089563,-33.1794451555225,-32.8864046133785,-32.8929317353692,-33.2880297951184,-32.0913038642228,-33.3261273245207,-33.3067663786471,-32.0872875060819
Cement 800,cement,1,1.33001726973684,0.387088815789474,23535,800,123031,-35.2490425523462,-36.518697011144,-36.6151683294657,-35.2577467694474,-36.5968054798446,-36.2294950350884,-36.1870961751326,-36.4779390078475,-36.5469140643695,-36.2643766254812,-36.2349459019751,-36.5978292689899,-35.1989619430012,-36.5939210188686,-36.6212996975463,-35.2681622879686,-30.4413939129884,-31.7971014492794,-31.75388820626,-30.4587020955673,-31.8096987263342,-31.5219408339343,-31.4648666261734,-31.7559600032891,-31.7363326921412,-31.4017481733406,-31.5469337298633,-31.7146280755607,-30.5734356494188,-31.7341969097392,-31.7284356428973,-30.4405072853836
Cement 800,cement,1,1.33001726973684,0.387088815789474,23535,800,123032,-35.2901487580075,-36.4416319386043,-36.4591575475726,-35.3894261662265,-36.4320710107149,-36.0758231760227,-36.1644320102507,-36.5970268214342,-36.4724039295312,-36.2080279648509,-36.2122945245519,-36.4456613020835,-35.3391482684385,-36.4599082483708,-36.5767797677933,-35.4254663830793,-31.4877800101513,-32.5677974317843,-32.8086932783088,-31.6118738947946,-32.6450971028004,-32.3271625396667,-32.3107025990533,-32.6193613930666,-32.5444520251597,-32.347673034987,-32.3649014234512,-32.6374035469043,-31.6722465378489,-32.5749144833606,-32.5319645221699,-31.509770645876
Cement 800,cement,1,1.33001726973684,0.387088815789474,23535,800,123033,-35.5158198289989,-36.699591922201,-36.6622591676,-35.5046669189535,-36.779185866229,-36.3515223692802,-36.4379856284447,-36.7047032525448,-36.6803789282264,-36.3197343084264,-36.3352112292239,-36.5351359567654,-35.4926622278632,-36.636355310238,-36.7324436384293,-35.5873768637885,-31.3321871145132,-32.4611631190912,-32.5229436600613,-31.2992234539514,-32.3702744947492,-32.1144065784654,-32.2077652238194,-32.4557955170662,-32.3792538281392,-32.2235904678143,-32.1647936332267,-32.4753055909964,-31.2413364598241,-32.4651956599144,-32.578034021426,-31.356908767012
Cement 800,cement,1,1.33001726973684,0.387088815789474,23535,800,123034,-36.0171529990986,-37.2203537005692,-37.1318788241731,-35.9066343966971,-37.1883306459401,-36.7838008034842,-36.7778778890475,-37.1568780990385,-37.1581742107531,-36.9147642733017,-36.8559574881775,-37.1848835088658,-35.9136386510598,-37.2433038389592,-37.244775225561,-35.9692176378721,-32.2281150016719,-33.3694463280384,-33.2848855028491,-32.1616360093829,-33.3383900762524,-33.0489876197106,-32.9519816622475,-33.3677186217136,-33.3108106817399,-33.0565480765228,-33.0733558612821,-33.3758682424872,-32.0565966563992,-33.2565560605691,-33.3701751072702,-32.1628664418692
Cement 800,cement,1,1.33001726973684,0.387088815789474,23535,800,123035,-34.3960889493495,-35.6403457800845,-35.6585012742577,-34.3797786760425,-35.5760522928279,-35.3227183728957,-35.27717201203,-35.6402186509164,-35.7021670090821,-35.3445786767021,-35.3938662492188,-35.5959931955382,-34.3690163463466,-35.7121035151233,-35.6706573776057,-34.3882821518744,-32.2531200207403,-33.3796042656993,-33.391369851331,-32.1663037574124,-33.2955008261341,-32.9796452820392,-33.1030355806253,-33.3504128490178,-33.382349610573,-32.9630427028587,-33.0188959089777,-33.3662123706986,-32.1958412600668,-33.3921905926796,-33.3906256721302,-32.1982865164451
Cement 800,cement,1,1.33001726973684,0.387088815789474,23535,800,123036,-35.4407781097251,-36.5621024322343,-36.6112782693389,-35.4155065718743,-36.6479102960552,-36.3657713074854,-36.4192767146778,-36.6678048249147,-36.6465932169547,-36.3075160939464,-36.3381987326333,-36.618634736222,-35.4821412145976,-36.6944191928805,-36.5704215617228,-35.2741046899541,-31.7617496613677,-33.0447540472116,-32.9452230831319,-31.7843004435483,-32.9916211984222,-32.6270493470992,-32.7161983337724,-33.0129012800072,-33.0304020505038,-32.6644069167775,-32.6999050455995,-32.8881229423938,-31.8222551060281,-33.0261733199307,-32.9951111780683,-31.7633350381969
Cement 800,cement,1,1.33001726973684,0.387088815789474,23535,800,123037,-34.3960770376959,-35.6337412249692,-35.5661054733224,-34.4840109772377,-35.6226179538763,-35.4081979795152,-35.3531687900564,-35.6282187255305,-35.6034418602355,-35.2818919470983,-35.2594335451779,-35.5400859500556,-34.4580071291843,-35.6898290692213,-35.738735468108,-34.4869955540741,-30.9239637584322,-32.1610487300603,-31.9315075956213,-30.8218876801246,-32.0847971951097,-31.7549975210006,-31.7893098868994,-32.0954411302499,-32.1529628095796,-31.7144284437852,-31.7373422755165,-32.1330359681915,-30.8857277284948,-32.1058533908237,-32.153064464083,-30.9112098590781
Cement 800,cement,1,1.33001726973684,0.387088815789474,23535,800,123038,-34.5755970354909,-35.8147962680411,-35.7391994351152,-34.578266619596,-35.7702568759926,-35.4204497599363,-35.4373526019527,-35.7125678210864,-35.8387607301113,-35.4663618895158,-35.4418499900345,-35.865500308163,-34.5720427231835,-35.8530916567218,-35.85597634266,-34.6105526237103,-30.4500866157511,-31.7025037679879,-31.6813007454185,-30.526060286517,-31.6886123027525,-31.44859138663,-31.4217637025389,-31.6632589135844,-31.7426099429777,-31.3180510985621,-31.3188507843327,-31.5882922863089,-30.4988785787717,-31.7641869517862,-31.770894590894,-30.4269901180829
Cement 800,cement,1,1.33001726973684,0.387088815789474,23535,800,123039,-35.2875843287095,-36.4453035224566,-36.4262308437985,-35.2514915062289,-36.4811464414342,-36.2433671811204,-36.2738353968459,-36.4204681335431,-36.4515247823054,-36.2778181127102,-36.2226005950807,-36.3818359560714,-35.2401705225309,-36.4708793439986,-36.5026134508479,-35.2793471214248,-30.3346713124348,-31.5403345034001,-31.7088441959297,-30.4209032484075,-31.4333953503658,-31.3631507307302,-31.304791598609,-31.6099796759616,-31.528736868849,-31.293435892489,-31.275353564694,-31.5281701198328,-30.2909084530017,-31.4944489554148,-31.5559813464465,-30.3663776097837
Cement 800,cement,1,1.33001726973684,0.387088815789474,23535,800,123040,-36.1071947057486,-37.3458760112082,-37.4709778538866,-36.1541867825773,-37.365461015255,-36.9984116674651,-37.0700048378925,-37.3787105831312,-37.4447341796067,-37.0819600442112,-37.0909136431825,-37.3974566073695,-36.1987356811164,-37.4366151001985,-37.3286322673378,-36.0104649870854,-32.1092597081516,-33.2075880689444,-33.2547313107449,-32.053416568023,-33.3649688401551,-32.9987966432527,-32.9558023124767,-33.3292397428592,-33.388831231,-32.9184809473143,-32.973898144776,-33.2734369877368,-32.1201665037987,-33.4826236543209,-33.3495508347873,-32.0703195946566
Cement 800,cement,1,1.33001726973684,0.387088815789474,23535,800,123041,-34.5905204390193,-35.9750150607767,-35.8796978069902,-34.6290492473087,-35.9108292599628,-35.6230911816582,-35.5810348304222,-35.9012249142268,-35.893081447769,-35.6910093871102,-35.6373687730949,-35.8483099189741,-34.7056797639244,-36.0119455174405,-35.9430235227388,-34.6480113002243,-30.5569903205577,-31.6955885429401,-31.7334731369224,-30.5698413606702,-31.75459460412,-31.4941334003193,-31.5084115645629,-31.7849222437256,-31.9509020642945,-31.6271670263852,-31.5044004547251,-31.7989834203289,-30.653969569341,-31.8464656474808,-31.8376267179384,-30.6119572608874
